ENSEMBL,SYMBOL,ENTREZID,biotype,geneloc,fc,P.Value,adj.P.Val,t
ENSG00000128694,OSGEPL1,64172,protein_coding,chr2:190611386-190627953,-1.161897387,2.96E-12,1.01E-11,-7.245216128
ENSG00000116863,ADPRHL2,54936,protein_coding,chr1:36554476-36559533,1.128604591,2.67E-12,9.19E-12,7.261261683
ENSG00000241322,CDRT1,374286,protein_coding,chr17:15468798-15522826,-1.833305451,6.40E-12,2.14E-11,-7.123963447
ENSG00000127554,GFER,2671,protein_coding,chr16:2034208-2037750,1.12933232,2.92E-12,1.00E-11,7.247515132
ENSG00000231327,AC016700.5,100133985,lincRNA,chr2:70351168-70352449,1.710316165,6.45E-12,2.15E-11,7.122721363
ENSG00000224358,RP11-466F5.8,NA,antisense,chr1:165738166-165744413,1.571484217,6.33E-12,2.11E-11,7.125726407
ENSG00000127125,PPCS,79717,protein_coding,chr1:42921788-42939056,1.110191649,2.36E-12,8.16E-12,7.280693038
ENSG00000233929,MT1XP1,NA,pseudogene,chr1:16567708-16567893,-1.85091155,6.54E-12,2.18E-11,-7.120409737
ENSG00000100865,CINP,51550,protein_coding,chr14:102808956-102829253,-1.135155249,2.58E-12,8.89E-12,-7.266759152
ENSG00000144451,SPAG16,79582,protein_coding,chr2:214149113-215275225,1.136629961,2.61E-12,8.99E-12,7.264872313
ENSG00000235565,RP11-86H7.7,NA,lincRNA,chr1:95086707-95089740,-1.824530831,6.29E-12,2.10E-11,-7.126705366
ENSG00000166292,TMEM100,55273,protein_coding,chr17:53796988-53809482,-1.49486432,3.23E-12,1.10E-11,-7.231873678
ENSG00000171428,NAT1,9,protein_coding,chr8:18027986-18081198,-1.245974287,4.49E-12,1.51E-11,-7.180021452
ENSG00000227908,CTD-2031P19.3,441072,antisense,chr5:55290995-55299477,1.948300852,6.72E-12,2.24E-11,7.116149761
ENSG00000223745,RP4-717I23.3,NA,processed_transcript,chr1:93727743-93811582,1.327107974,3.26E-12,1.11E-11,7.230148196
ENSG00000115211,EIF2B4,8890,protein_coding,chr2:27587219-27593353,-1.090783911,2.46E-12,8.49E-12,-7.274079493
ENSG00000272341,RP1-151F17.2,NA,lincRNA,chr6:16764577-16767114,1.294909564,3.85E-12,1.30E-11,7.204202907
ENSG00000136146,MED4,29079,protein_coding,chr13:48627459-48669267,-1.07860809,2.42E-12,8.33E-12,-7.277140192
ENSG00000120949,TNFRSF8,943,protein_coding,chr1:12123434-12204264,1.520244951,5.75E-12,1.93E-11,7.140799637
ENSG00000253729,PRKDC,5591,protein_coding,chr8:48685669-48872743,-1.103821441,2.37E-12,8.19E-12,-7.27989249
ENSG00000175197,DDIT3,1649,protein_coding,chr12:57910371-57914300,1.24143365,2.65E-12,9.12E-12,7.262488337
ENSG00000128463,EMC4,51234,protein_coding,chr15:34517200-34522357,-1.081472945,2.41E-12,8.32E-12,-7.277360987
ENSG00000273456,RP11-686O6.2,NA,lincRNA,chr2:203239655-203240327,1.400661877,6.39E-12,2.13E-11,7.124183714
ENSG00000145685,LHFPL2,10184,protein_coding,chr5:77781038-78065844,-1.216080131,2.75E-12,9.43E-12,-7.256933637
ENSG00000114904,NEK4,6787,protein_coding,chr3:52744800-52804965,-1.161379687,3.04E-12,1.04E-11,-7.241176891
ENSG00000109133,TMEM33,55161,protein_coding,chr4:41937137-41962589,-1.108912022,2.64E-12,9.07E-12,-7.263503213
ENSG00000123360,PDE1B,5153,protein_coding,chr12:54943134-54973023,-1.238852819,3.61E-12,1.23E-11,-7.21439981
ENSG00000105974,CAV1,857,protein_coding,chr7:116164839-116201233,-1.201179654,2.37E-12,8.17E-12,-7.280447281
ENSG00000217555,CKLF,51192,protein_coding,chr16:66586466-66600154,1.31162389,6.01E-12,2.01E-11,7.133803934
ENSG00000144712,CAND2,23066,protein_coding,chr3:12837971-12913415,1.169371473,2.50E-12,8.61E-12,7.271935648
ENSG00000151287,TEX30,93081,protein_coding,chr13:103418340-103426161,-1.185546995,3.54E-12,1.21E-11,-7.217111883
ENSG00000251359,WWC2-AS2,152641,lincRNA,chr4:184018170-184020352,1.46327095,6.83E-12,2.28E-11,7.113643662
ENSG00000145075,CCDC39,339829,protein_coding,chr3:180320646-180588793,-1.503708365,5.76E-12,1.93E-11,-7.140544841
ENSG00000115318,LOXL3,84695,protein_coding,chr2:74759541-74782817,1.28608959,3.71E-12,1.26E-11,7.210006805
ENSG00000152942,RAD17,5884,protein_coding,chr5:68665120-68710628,-1.091462847,2.61E-12,8.98E-12,-7.265030912
ENSG00000234160,RP11-613M10.6,NA,antisense,chr9:37509147-37510296,1.266173446,5.34E-12,1.79E-11,7.152608026
ENSG00000132825,PPP1R3D,5509,protein_coding,chr20:58511894-58515352,-1.193306793,3.16E-12,1.08E-11,-7.235014185
ENSG00000116783,TNNI3K,51086,protein_coding,chr1:74663947-75010112,1.237587271,2.99E-12,1.02E-11,7.243714359
ENSG00000108292,MLLT6,NA,protein_coding,chr17:36861795-36886056,1.112403721,2.47E-12,8.51E-12,7.273829084
ENSG00000158201,ABHD3,171586,protein_coding,chr18:19230858-19284766,-1.199777716,3.53E-12,1.20E-11,-7.21765087
ENSG00000104177,MYEF2,50804,protein_coding,chr15:48431625-48470714,1.21525579,3.04E-12,1.04E-11,7.241109125
ENSG00000165671,NSD1,64324,protein_coding,chr5:176560026-176727216,-1.125261972,2.65E-12,9.09E-12,-7.263001019
ENSG00000272452,RP11-391M1.4,NA,lincRNA,chr3:40507957-40510078,-1.25172057,3.98E-12,1.35E-11,-7.199031623
ENSG00000151079,KCNA6,3742,protein_coding,chr12:4918342-4960277,1.770388968,6.98E-12,2.32E-11,7.110217927
ENSG00000131634,TMEM204,79652,protein_coding,chr16:1578689-1605581,1.217544141,2.98E-12,1.02E-11,7.244567307
ENSG00000125910,S1PR4,8698,protein_coding,chr19:3172344-3180329,1.686741394,7.56E-12,2.52E-11,7.097361408
ENSG00000254251,RP11-662G23.1,NA,antisense,chr8:91818702-91871468,-2.10732866,7.80E-12,2.59E-11,-7.092387432
ENSG00000099282,TSPAN15,23555,protein_coding,chr10:71211229-71267425,1.372901965,3.72E-12,1.26E-11,7.209325064
ENSG00000007944,MYLIP,29116,protein_coding,chr6:16129356-16148479,1.241368122,3.14E-12,1.07E-11,7.236026547
ENSG00000105968,H2AFV,94239,protein_coding,chr7:44866390-44887682,-1.103330804,2.65E-12,9.09E-12,-7.26294583
ENSG00000137507,LRRC32,2615,protein_coding,chr11:76368568-76381791,-1.342230733,2.83E-12,9.69E-12,-7.252644514
ENSG00000114923,SLC4A3,6508,protein_coding,chr2:220492049-220506702,-1.182885964,2.68E-12,9.20E-12,-7.261016524
ENSG00000180881,CAPS2,84698,protein_coding,chr12:75669759-75784708,-1.19155183,3.69E-12,1.25E-11,-7.210858451
ENSG00000172354,GNB2,2783,protein_coding,chr7:100271154-100276797,1.116782996,2.83E-12,9.71E-12,7.252348642
ENSG00000018625,ATP1A2,477,protein_coding,chr1:160085549-160113381,-1.310078786,2.71E-12,9.31E-12,-7.259078674
ENSG00000131471,AOC3,8639,protein_coding,chr17:41003201-41010147,1.37767924,3.09E-12,1.05E-11,7.238807442
ENSG00000271895,RP4-635E18.8,NA,antisense,chr1:11089716-11090585,1.183453948,4.17E-12,1.41E-11,7.191636176
ENSG00000242588,RP11-274B21.1,NA,pseudogene,chr7:128171752-128269512,-1.384916868,4.87E-12,1.64E-11,-7.167220983
ENSG00000255090,RP11-820L6.1,NA,processed_transcript,chr11:122026130-122293579,1.873017276,8.21E-12,2.72E-11,7.084362787
ENSG00000105821,DNAJC2,27000,protein_coding,chr7:102952921-102985320,-1.136041935,3.22E-12,1.10E-11,-7.232098376
ENSG00000133641,C12orf29,91298,protein_coding,chr12:88427623-88443937,-1.23928618,3.52E-12,1.20E-11,-7.218038326
ENSG00000177692,DNAJC28,54943,protein_coding,chr21:34860497-34864027,-1.238628063,5.11E-12,1.72E-11,-7.159381752
ENSG00000187164,KIAA1598,57698,protein_coding,chr10:118643742-118886097,-1.222363717,4.07E-12,1.38E-11,-7.195328231
ENSG00000213719,CLIC1,1192,protein_coding,chr6:31698358-31707540,-1.118846235,2.85E-12,9.77E-12,-7.251213317
ENSG00000114812,VIPR1,7433,protein_coding,chr3:42530791-42579059,-1.390880392,4.59E-12,1.55E-11,-7.176420602
ENSG00000077264,PAK3,5063,protein_coding,chrX:110187513-110470589,1.550779381,8.04E-12,2.67E-11,7.087732219
ENSG00000159479,MED8,112950,protein_coding,chr1:43849588-43855479,-1.106321054,3.39E-12,1.15E-11,-7.224121098
ENSG00000135480,KRT7,3855,protein_coding,chr12:52626304-52645970,-2.687965986,8.31E-12,2.76E-11,-7.082419961
ENSG00000116729,WLS,79971,protein_coding,chr1:68564142-68698803,1.153820178,2.94E-12,1.01E-11,7.246413559
ENSG00000135090,TAOK3,51347,protein_coding,chr12:118587606-118810750,-1.116085078,3.19E-12,1.09E-11,-7.233744446
ENSG00000171282,RP11-1055B8.7,NA,protein_coding,chr17:79373540-79433357,1.183685395,4.58E-12,1.55E-11,7.17673145
ENSG00000164414,SLC35A1,10559,protein_coding,chr6:88180341-88222054,1.137995546,4.19E-12,1.42E-11,7.19073534
ENSG00000146090,RASGEF1C,255426,protein_coding,chr5:179527795-179636153,1.837070198,8.83E-12,2.93E-11,7.0726955
ENSG00000104356,POP1,10940,protein_coding,chr8:99129525-99172062,-1.204444217,5.14E-12,1.73E-11,-7.15849121
ENSG00000138594,TMOD3,29766,protein_coding,chr15:52121825-52239492,-1.188645318,3.37E-12,1.15E-11,-7.225176253
ENSG00000259366,CTD-2647L4.4,NA,sense_intronic,chr8:28913452-28914202,-1.420704105,7.88E-12,2.62E-11,-7.09091338
ENSG00000262484,CTC-360G5.1,643669,protein_coding,chr19:39399620-39402798,1.694682673,9.05E-12,3.00E-11,7.068816556
ENSG00000140829,DHX38,9785,protein_coding,chr16:72127461-72146811,-1.124413701,3.25E-12,1.11E-11,-7.230835334
ENSG00000115761,NOL10,79954,protein_coding,chr2:10710892-10830101,-1.110408078,3.63E-12,1.23E-11,-7.213436801
ENSG00000146521,C6orf123,26238,protein_coding,chr6:168185217-168197539,1.815326213,9.19E-12,3.04E-11,7.066299205
ENSG00000083223,ZCCHC6,79670,protein_coding,chr9:88902648-88969369,-1.127472122,3.69E-12,1.25E-11,-7.210850392
ENSG00000226887,ERVMER34-1,100288413,protein_coding,chr4:53588785-53617807,-1.720464264,5.84E-12,1.96E-11,-7.138349375
ENSG00000196782,MAML3,55534,protein_coding,chr4:140637907-141075338,1.235811388,5.60E-12,1.88E-11,7.14503812
ENSG00000124380,SNRNP27,11017,protein_coding,chr2:70120692-70132707,-1.122325541,3.64E-12,1.24E-11,-7.213020722
ENSG00000196757,ZNF700,90592,protein_coding,chr19:12035883-12061588,-1.169070098,4.66E-12,1.57E-11,-7.174020315
ENSG00000103174,NAGPA,51172,protein_coding,chr16:5074845-5084142,1.17518849,5.14E-12,1.73E-11,7.158591028
ENSG00000189334,S100A14,57402,protein_coding,chr1:153586731-153589462,1.503388173,6.62E-12,2.21E-11,7.118428069
ENSG00000140464,PML,5371,protein_coding,chr15:74287014-74340153,1.138781901,3.68E-12,1.25E-11,7.21117566
ENSG00000084774,CAD,790,protein_coding,chr2:27440258-27466811,1.154464104,4.54E-12,1.53E-11,7.178050951
ENSG00000159173,TNNI1,7135,protein_coding,chr1:201373625-201398994,2.785120226,4.43E-12,1.49E-11,7.182197042
ENSG00000100036,SLC35E4,339665,protein_coding,chr22:31031639-31065003,-1.235943254,6.65E-12,2.22E-11,-7.117737172
ENSG00000239149,SNORA59A,677885,snoRNA,chr1:12567300-12567451,-1.617485806,9.76E-12,3.23E-11,-7.056710998
ENSG00000188613,NANOS1,340719,protein_coding,chr10:120789228-120793854,-1.544275001,4.57E-12,1.54E-11,-7.177180162
ENSG00000263586,RP11-309N17.4,102723641,antisense,chr17:72966799-72971823,1.72225204,1.01E-11,3.32E-11,7.051928385
ENSG00000160255,ITGB2,3689,protein_coding,chr21:46305868-46351904,-1.278849189,4.23E-12,1.43E-11,-7.189220752
ENSG00000094755,GABRP,2568,protein_coding,chr5:170190354-170241051,1.58566675,9.64E-12,3.19E-11,7.058695979
ENSG00000136870,ZNF189,7743,protein_coding,chr9:104161155-104172942,-1.332809157,3.74E-12,1.27E-11,-7.20872653
ENSG00000143344,RGL1,23179,protein_coding,chr1:183605220-183897665,1.153650502,3.74E-12,1.27E-11,7.20851977
ENSG00000061337,LZTS1,11178,protein_coding,chr8:20103676-20161474,-1.367756398,6.17E-12,2.06E-11,-7.129730642
ENSG00000007392,LUC7L,55692,protein_coding,chr16:238968-279462,1.135627482,3.73E-12,1.27E-11,7.208954676
ENSG00000175592,FOSL1,8061,protein_coding,chr11:65659520-65668044,-2.007455022,8.88E-12,2.94E-11,-7.071785353
ENSG00000117906,RCN2,5955,protein_coding,chr15:77223960-77242601,-1.141419988,3.77E-12,1.28E-11,-7.207563739
ENSG00000184990,SIVA1,10572,protein_coding,chr14:105219437-105234831,1.232448898,4.28E-12,1.45E-11,7.187600708
ENSG00000146755,TRIM50,135892,protein_coding,chr7:72726535-72742085,1.945047162,1.09E-11,3.58E-11,7.039734959
ENSG00000271993,RP11-285J16.1,NA,antisense,chr3:37223598-37224225,1.42805214,9.82E-12,3.24E-11,7.055862762
ENSG00000050438,SLC4A8,9498,protein_coding,chr12:51785101-51902980,1.824640364,1.04E-11,3.43E-11,7.046686161
ENSG00000230979,AC079250.1,NA,pseudogene,chr2:47917855-47918385,1.230018884,7.25E-12,2.42E-11,7.104043666
ENSG00000261335,RP11-318A15.2,105274304,antisense,chr17:74668024-74669740,1.754243388,1.09E-11,3.58E-11,7.03958105
ENSG00000255857,PXN-AS1,100506649,antisense,chr12:120639094-120650941,1.243326794,7.97E-12,2.65E-11,7.08902996
ENSG00000102024,PLS3,5358,protein_coding,chrX:114795501-114885181,1.154742727,3.77E-12,1.28E-11,7.207573754
ENSG00000158792,SPATA2L,124044,protein_coding,chr16:89762751-89768113,1.305022038,8.51E-12,2.82E-11,7.078677313
ENSG00000204070,SYS1,90196,protein_coding,chr20:43990577-44005438,-1.117961282,4.26E-12,1.44E-11,-7.18822562
ENSG00000067221,STOML1,9399,protein_coding,chr15:74275547-74286963,1.208996659,4.65E-12,1.57E-11,7.174245842
ENSG00000130714,POMT1,10585,protein_coding,chr9:134378289-134399193,1.106075051,4.25E-12,1.44E-11,7.18841252
ENSG00000162600,OMA1,115209,protein_coding,chr1:58881056-59012474,1.162287727,4.41E-12,1.49E-11,7.182744094
ENSG00000168216,LMBRD1,55788,protein_coding,chr6:70385694-70507003,-1.103430583,3.92E-12,1.33E-11,-7.20133478
ENSG00000019995,ZRANB1,54764,protein_coding,chr10:126630692-126676758,-1.138000587,3.86E-12,1.31E-11,-7.203672546
ENSG00000121964,GTDC1,79712,protein_coding,chr2:144695635-145090135,-1.116950377,4.38E-12,1.48E-11,-7.18364696
ENSG00000188338,SLC38A3,10991,processed_transcript,chr3:50242679-50258411,1.369714094,6.22E-12,2.08E-11,7.128404403
ENSG00000267980,AC007292.6,NA,antisense,chr19:4363786-4364637,1.561602514,1.11E-11,3.65E-11,7.036483012
ENSG00000178150,ZNF114,163071,protein_coding,chr19:48675575-48790865,1.651347787,1.13E-11,3.73E-11,7.032968144
ENSG00000102904,TSNAXIP1,55815,protein_coding,chr16:67840668-67866051,1.341030497,9.78E-12,3.23E-11,7.056491061
ENSG00000107521,HPS1,3257,protein_coding,chr10:100175955-100206684,1.148315601,4.34E-12,1.47E-11,7.185391662
ENSG00000085840,ORC1,4998,protein_coding,chr1:52838501-52870131,-1.587098215,1.17E-11,3.83E-11,-7.028386986
ENSG00000136122,BORA,79866,protein_coding,chr13:73302061-73330336,-1.289013713,9.12E-12,3.02E-11,-7.06763895
ENSG00000238198,RP11-31F15.2,100996251,lincRNA,chr1:113554309-113615727,1.572074299,1.14E-11,3.74E-11,7.032198362
ENSG00000171148,TADA3,10474,protein_coding,chr3:9821544-9834695,1.109864568,4.17E-12,1.41E-11,7.191529376
ENSG00000176597,B3GNT5,84002,protein_coding,chr3:182971032-183016292,1.364705561,6.32E-12,2.11E-11,7.125757485
ENSG00000166734,CASC4,113201,protein_coding,chr15:44580927-44707956,1.123330113,4.28E-12,1.45E-11,7.187538334
ENSG00000174586,ZNF497,162968,protein_coding,chr19:58865723-58874214,1.701351988,1.23E-11,4.03E-11,7.019992468
ENSG00000132640,BTBD3,22903,protein_coding,chr20:11871371-11907257,-1.124038094,4.47E-12,1.51E-11,-7.180759323
ENSG00000214706,IFRD2,7866,protein_coding,chr3:50325163-50330349,-1.151946037,4.56E-12,1.54E-11,-7.177309689
ENSG00000174233,ADCY6,112,protein_coding,chr12:49159975-49182820,1.211675512,4.14E-12,1.40E-11,7.19274995
ENSG00000156113,KCNMA1,3778,protein_coding,chr10:78629359-79398353,1.535899084,7.36E-12,2.45E-11,7.10176307
ENSG00000165572,KBTBD6,89890,protein_coding,chr13:41701705-41706882,-1.201891495,5.30E-12,1.78E-11,-7.153686007
ENSG00000184203,PPP1R2,5504,protein_coding,chr3:195241221-195270209,-1.098693762,4.46E-12,1.51E-11,-7.181044526
ENSG00000154114,TBCEL,219899,protein_coding,chr11:120894781-120961484,-1.127829184,5.00E-12,1.68E-11,-7.162897247
ENSG00000170807,LMOD2,442721,protein_coding,chr7:123295861-123304344,1.322346124,4.39E-12,1.48E-11,7.183562441
ENSG00000228436,RP5-864K19.4,105378663,antisense,chr1:39325672-39385068,1.418581465,7.65E-12,2.54E-11,7.095484486
ENSG00000155366,RHOC,389,protein_coding,chr1:113243728-113250056,1.132229181,4.53E-12,1.53E-11,7.178427101
ENSG00000072042,RDH11,51109,protein_coding,chr14:68143518-68162531,-1.115009938,5.09E-12,1.71E-11,-7.159979008
ENSG00000059915,PSD,5662,protein_coding,chr10:104162376-104181296,1.645453022,1.29E-11,4.23E-11,7.012247966
ENSG00000175274,TP53I11,9537,protein_coding,chr11:44907454-44972840,-1.192679238,5.08E-12,1.71E-11,-7.16044961
ENSG00000129083,COPB1,1315,protein_coding,chr11:14464986-14521573,-1.098957105,4.68E-12,1.58E-11,-7.17333281
ENSG00000174171,RP11-23P13.6,105370792,antisense,chr15:42184991-42190773,1.336533864,5.13E-12,1.72E-11,7.158962594
ENSG00000185519,FAM131C,348487,protein_coding,chr1:16384264-16400127,-1.504190617,1.05E-11,3.46E-11,-7.04513819
ENSG00000168872,DDX19A,55308,protein_coding,chr16:70380732-70407286,-1.08839696,5.10E-12,1.72E-11,-7.159844283
ENSG00000145214,DGKQ,1609,protein_coding,chr4:952675-980683,1.183158677,7.79E-12,2.59E-11,7.09265707
ENSG00000268836,LA16c-OS12.2,NA,lincRNA,chr16:235747-236293,1.761154043,1.40E-11,4.59E-11,6.998905314
ENSG00000172361,CCDC11,220136,protein_coding,chr18:47753563-47792892,1.535866006,1.38E-11,4.51E-11,7.001658466
ENSG00000174373,RALGAPA1,253959,protein_coding,chr14:36007558-36278510,-1.141612513,5.50E-12,1.85E-11,-7.147862516
ENSG00000172985,SH3RF3,344558,protein_coding,chr2:109745804-110262207,-1.291147115,6.01E-12,2.01E-11,-7.133843534
ENSG00000182963,GJC1,10052,protein_coding,chr17:42875816-42908184,-1.198417597,5.20E-12,1.75E-11,-7.156625133
ENSG00000250365,CTD-2213F21.2,101927124,antisense,chr14:31889492-31922089,1.729731316,1.45E-11,4.75E-11,6.993167861
ENSG00000205702,CYP2D7P1,1564,polymorphic_pseudogene,chr22:42536214-42540576,1.53608411,1.43E-11,4.68E-11,6.995642926
ENSG00000132912,DCTN4,51164,protein_coding,chr5:150088002-150138671,-1.096760605,5.06E-12,1.70E-11,-7.161169176
ENSG00000227318,RP11-282E4.1,NA,pseudogene,chr9:66664325-66665950,-2.492909446,1.49E-11,4.88E-11,-6.988774592
ENSG00000167414,GNG8,94235,protein_coding,chr19:47137333-47137942,2.337895197,1.49E-11,4.87E-11,6.989091367
ENSG00000267507,CTD-2587H24.1,NA,pseudogene,chr19:55630618-55631751,2.363646592,1.51E-11,4.93E-11,6.986774405
ENSG00000167468,GPX4,2879,protein_coding,chr19:1103936-1106787,1.143247885,5.08E-12,1.71E-11,7.160425751
ENSG00000251396,RP11-163N6.2,NA,lincRNA,chr8:61297147-61429354,1.548678323,1.45E-11,4.74E-11,6.993493595
ENSG00000163833,FBXO40,51725,protein_coding,chr3:121311966-121349139,1.239120281,5.08E-12,1.71E-11,7.160322515
ENSG00000227036,LINC00511,400619,lincRNA,chr17:70319264-70636611,1.773811599,1.53E-11,5.01E-11,6.984286919
ENSG00000256204,RP11-243M5.1,NA,lincRNA,chr12:131462107-131463313,-1.680961238,1.47E-11,4.80E-11,-6.991325766
ENSG00000232872,CTAGE3P,NA,pseudogene,chr13:52482354-52484757,1.688218741,1.57E-11,5.12E-11,6.980634152
ENSG00000113595,TRIM23,373,protein_coding,chr5:64885507-64921802,-1.139309649,6.16E-12,2.06E-11,-7.129824138
ENSG00000197157,SND1,27044,protein_coding,chr7:127292234-127732661,-1.127688709,5.32E-12,1.79E-11,-7.153178455
ENSG00000171953,ATPAF2,91647,protein_coding,chr17:17880723-17942523,1.122869669,6.23E-12,2.09E-11,7.128102301
ENSG00000162976,PQLC3,130814,protein_coding,chr2:11295324-11319000,1.153494492,6.68E-12,2.23E-11,7.116979717
ENSG00000162885,B3GALNT2,148789,protein_coding,chr1:235613238-235667781,-1.175586025,7.43E-12,2.47E-11,-7.100283473
ENSG00000232070,TMEM253,643382,protein_coding,chr14:21567096-21571883,1.550761425,1.56E-11,5.10E-11,6.981349208
ENSG00000166171,DPCD,25911,protein_coding,chr10:103330317-103369425,1.163888572,6.68E-12,2.23E-11,7.117035004
ENSG00000237859,EEF1A1P31,NA,pseudogene,chrX:154137160-154147378,-1.959078909,1.59E-11,5.18E-11,-6.978527122
ENSG00000205336,GPR56,9289,protein_coding,chr16:57644564-57698944,-1.210418041,6.05E-12,2.03E-11,-7.132785908
ENSG00000081320,STK17B,9262,protein_coding,chr2:196998290-197041227,-1.257998254,6.97E-12,2.32E-11,-7.110337826
ENSG00000104951,IL4I1,259307,protein_coding,chr19:50392911-50432796,2.242219176,1.63E-11,5.31E-11,6.974630865
ENSG00000184465,WDR27,253769,protein_coding,chr6:169857307-170102159,1.210564295,8.01E-12,2.66E-11,7.088327811
ENSG00000141542,RAB40B,10966,protein_coding,chr17:80612849-80656604,1.2300437,6.34E-12,2.12E-11,7.125270093
ENSG00000247556,OIP5-AS1,NA,processed_transcript,chr15:41576188-41601901,-1.165964464,5.50E-12,1.85E-11,-7.147900363
ENSG00000164068,RNF123,63891,protein_coding,chr3:49726932-49758962,1.113539244,6.13E-12,2.05E-11,7.130646617
ENSG00000271858,XXcos-LUCA11.4,11068,antisense,chr3:50402765-50405628,1.77893819,1.66E-11,5.39E-11,6.972060432
ENSG00000100023,PPIL2,23759,protein_coding,chr22:22006559-22054304,1.110222015,6.06E-12,2.03E-11,7.132408631
ENSG00000155886,SLC24A2,25769,protein_coding,chr9:19507450-19786926,2.458382646,1.67E-11,5.43E-11,6.970678559
ENSG00000165171,WBSCR27,155368,protein_coding,chr7:73248920-73256865,2.022471111,1.64E-11,5.34E-11,6.973354674
ENSG00000196227,FAM217B,63939,protein_coding,chr20:58508819-58523735,-1.165427855,6.30E-12,2.11E-11,-7.126412641
ENSG00000171827,ZNF570,148268,protein_coding,chr19:37958487-37976260,-1.246065469,1.16E-11,3.80E-11,-7.02963411
